date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:23:55	17212/17212	---M--	200	added ('OK')	image/png	etag:%225bbe1699-433c%22	http://preview.uideck.com/items/thehunt/assets/img/features/img6.png	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/features/img6.png	(from http://preview.uideck.com/items/thehunt/)
15:23:56	13759/13759	---M--	200	added ('OK')	image/png	etag:%225bbe16b7-35bf%22	http://preview.uideck.com/items/thehunt/assets/img/testimonial/img1.png	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/testimonial/img1.png	(from http://preview.uideck.com/items/thehunt/)
15:23:56	10407/10407	---M--	200	added ('OK')	image/png	etag:%225bbe16b6-28a7%22	http://preview.uideck.com/items/thehunt/assets/img/testimonial/img2.png	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/testimonial/img2.png	(from http://preview.uideck.com/items/thehunt/)
15:23:57	8297/8297	---M--	200	added ('OK')	image/png	etag:%225bbe16b5-2069%22	http://preview.uideck.com/items/thehunt/assets/img/testimonial/img3.png	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/testimonial/img3.png	(from http://preview.uideck.com/items/thehunt/)
15:23:59	46153/46153	---M--	200	added ('OK')	image/png	etag:%225bbe16d9-b449%22	http://preview.uideck.com/items/thehunt/assets/img/search.png	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/search.png	(from http://preview.uideck.com/items/thehunt/)
15:24:04	30553/30553	---M--	200	added ('OK')	image/png	etag:%225bbe16d3-7759%22	http://preview.uideck.com/items/thehunt/assets/img/app.png	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/app.png	(from http://preview.uideck.com/items/thehunt/)
15:24:05	52076/52076	---M--	200	added ('OK')	image/jpeg	etag:%225bbe16ad-cb6c%22	http://preview.uideck.com/items/thehunt/assets/img/blog/img2.jpg	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/blog/img2.jpg	(from http://preview.uideck.com/items/thehunt/)
15:24:07	69730/69730	---M--	200	added ('OK')	image/jpeg	etag:%225bbe16ae-11062%22	http://preview.uideck.com/items/thehunt/assets/img/blog/img1.jpg	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/blog/img1.jpg	(from http://preview.uideck.com/items/thehunt/)
15:24:07	15991/15991	---M--	200	added ('OK')	image/png	etag:%225bbe16d5-3e77%22	http://preview.uideck.com/items/thehunt/assets/img/logo-footer.png	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/img/logo-footer.png	(from http://preview.uideck.com/items/thehunt/)
15:24:08	19038/19038	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bbe167d-4a5e%22	http://preview.uideck.com/items/thehunt/assets/js/popper.min.js	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/js/popper.min.js	(from http://preview.uideck.com/items/thehunt/)
15:24:09	2029/2029	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bbe1677-935%22	http://preview.uideck.com/items/thehunt/assets/js/color-switcher.js	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/js/color-switcher.js	(from http://preview.uideck.com/items/thehunt/)
15:24:09	50731/50731	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bbe167b-c62b%22	http://preview.uideck.com/items/thehunt/assets/js/bootstrap.min.js	E:/portfolio/Avinashi/SBF/Ref/html/second/portal%202/preview.uideck.com/items/thehunt/assets/js/bootstrap.min.js	(from http://preview.uideck.com/items/thehunt/)
